time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.379588,2.1346,0.3470,-1.9099,2.885
2.398102,3.0194,-1.3275,-3.5127,4.819
2.399830,3.0194,-1.3275,-3.5127,4.819
2.417804,2.2545,0.4468,-3.3055,4.026
2.419633,2.2545,0.4468,-3.3055,4.026
2.438153,-0.0366,2.7229,-2.8065,3.911
2.439519,-0.0366,2.7229,-2.8065,3.911
2.458510,-0.5682,3.5173,-1.8007,3.992
2.460515,-0.5682,3.5173,-1.8007,3.992
2.477268,0.4991,2.8186,-1.0906,3.063
2.478559,0.4991,2.8186,-1.0906,3.063
2.497663,0.4725,1.8781,-0.4458,1.987
2.499311,0.4725,1.8781,-0.4458,1.987
2.517326,0.1990,0.3834,-0.8730,0.974
2.518002,0.1990,0.3834,-0.8730,0.974
2.540350,-0.3581,-0.5570,0.8973,1.115
2.541813,-0.3581,-0.5570,0.8973,1.115
2.558110,-0.2345,-1.6776,1.1986,2.075
2.559365,-0.2345,-1.6776,1.1986,2.075
2.578026,-0.0221,-2.8308,1.9375,3.430
2.579204,-0.0221,-2.8308,1.9375,3.430
2.597884,-0.5177,-3.6218,1.7004,4.034
2.599538,-0.5177,-3.6218,1.7004,4.034
2.617626,-0.4973,-3.8932,1.0336,4.059
2.619066,-0.4973,-3.8932,1.0336,4.059
2.637627,-0.2546,-3.9594,1.4258,4.216
2.639106,-0.2546,-3.9594,1.4258,4.216
2.657907,-0.0178,-4.3099,1.5146,4.568
2.659487,-0.0178,-4.3099,1.5146,4.568
2.678045,-0.1935,-4.3425,0.9263,4.444
2.679875,-0.1935,-4.3425,0.9263,4.444
2.698215,-0.5935,-3.5861,2.1099,4.203
2.700565,-0.5935,-3.5861,2.1099,4.203
2.717655,-1.2391,-1.4573,1.8732,2.677
2.719393,-1.2391,-1.4573,1.8732,2.677
2.739616,-0.6635,0.2684,1.8098,1.946
2.741593,-0.6635,0.2684,1.8098,1.946
2.757537,-0.6362,0.5263,2.2617,2.408
2.759415,-0.6362,0.5263,2.2617,2.408
2.777394,0.6028,-0.3924,1.5459,1.705
2.779073,0.6028,-0.3924,1.5459,1.705
2.806252,0.9382,0.3080,1.1037,1.481
2.808181,0.9382,0.3080,1.1037,1.481
2.829033,1.8338,2.0080,1.6786,3.196
2.830376,1.8338,2.0080,1.6786,3.196
2.838643,0.9060,3.3393,1.5847,3.806
2.840157,0.9060,3.3393,1.5847,3.806
2.858330,0.9231,3.1854,0.5447,3.361
2.860246,0.9231,3.1854,0.5447,3.361
2.877275,0.3694,3.1829,-0.7008,3.280
2.879643,0.3694,3.1829,-0.7008,3.280
2.897310,-1.2942,4.1754,-0.6811,4.424
2.899598,-1.2942,4.1754,-0.6811,4.424
2.917017,-1.4386,4.7373,-2.8840,5.730
2.918079,-1.4386,4.7373,-2.8840,5.730
