time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.831571,-0.0716,0.0173,-0.0150,0.075
1.850527,-0.1954,0.1287,0.1014,0.255
1.851465,-0.1954,0.1287,0.1014,0.255
1.870747,-0.2569,0.1713,0.0993,0.324
1.875530,-0.2569,0.1713,0.0993,0.324
1.892595,-0.1475,0.1255,-0.0235,0.195
1.893938,-0.1475,0.1255,-0.0235,0.195
1.911358,0.0745,0.1292,0.1213,0.192
1.913223,0.0745,0.1292,0.1213,0.192
1.934651,-0.0302,-0.0044,0.1166,0.121
1.936688,-0.0302,-0.0044,0.1166,0.121
1.950278,-0.1778,0.0048,0.1882,0.259
1.951905,-0.1778,0.0048,0.1882,0.259
1.970476,-0.3437,0.0474,0.2107,0.406
1.972487,-0.3437,0.0474,0.2107,0.406
1.990558,-0.1640,0.1212,0.0936,0.224
1.991625,-0.1640,0.1212,0.0936,0.224
2.010156,0.0249,0.0989,0.0290,0.106
2.011583,0.0249,0.0989,0.0290,0.106
2.032257,0.0872,-0.0490,0.0224,0.102
2.033567,0.0872,-0.0490,0.0224,0.102
2.051916,-0.0775,0.0043,-0.0315,0.084
2.053801,-0.0775,0.0043,-0.0315,0.084
2.072753,-0.0326,0.0326,-0.1133,0.122
2.073757,-0.0326,0.0326,-0.1133,0.122
2.090764,-0.0190,0.0637,0.0307,0.073
2.092258,-0.0190,0.0637,0.0307,0.073
2.110761,0.1375,-0.0363,-0.0712,0.159
2.112210,0.1375,-0.0363,-0.0712,0.159
2.129574,0.0731,0.0638,-0.0925,0.134
2.130358,0.0731,0.0638,-0.0925,0.134
2.152949,-0.0302,0.0399,0.2976,0.302
2.154815,-0.0302,0.0399,0.2976,0.302
2.176125,0.0598,0.0071,-0.0891,0.108
2.177616,0.0598,0.0071,-0.0891,0.108
2.190359,0.0889,0.2514,-0.0069,0.267
2.191525,0.0889,0.2514,-0.0069,0.267
2.211060,0.0990,0.0294,-0.1648,0.195
2.212194,0.0990,0.0294,-0.1648,0.195
2.229593,-0.0238,-0.0649,-0.0032,0.069
2.231072,-0.0238,-0.0649,-0.0032,0.069
2.250701,-0.1118,-0.0224,-0.0715,0.135
2.252304,-0.1118,-0.0224,-0.0715,0.135
2.269700,0.0438,0.1693,-0.0070,0.175
2.270759,0.0438,0.1693,-0.0070,0.175
2.290467,0.0004,0.1883,0.0195,0.189
2.292013,0.0004,0.1883,0.0195,0.189
2.310324,-0.2326,0.0805,0.3618,0.438
2.311990,-0.2326,0.0805,0.3618,0.438
2.330146,0.0481,0.1841,0.5326,0.566
2.331812,0.0481,0.1841,0.5326,0.566
2.349777,0.1666,-0.0299,0.1732,0.242
2.351535,0.1666,-0.0299,0.1732,0.242
2.370436,0.0767,-0.0554,0.2329,0.251
2.371825,0.0767,-0.0554,0.2329,0.251
2.392700,-0.2482,0.0999,0.3106,0.410
2.394499,-0.2482,0.0999,0.3106,0.410
2.411590,-0.1824,0.1936,-0.2142,0.342
2.413079,-0.1824,0.1936,-0.2142,0.342
2.429600,-0.1845,0.0808,0.0841,0.218
2.430849,-0.1845,0.0808,0.0841,0.218
2.451946,0.1617,-0.0622,0.2451,0.300
2.453968,0.1617,-0.0622,0.2451,0.300
2.470092,0.2210,-0.0972,0.3700,0.442
2.471609,0.2210,-0.0972,0.3700,0.442
2.491825,0.0926,0.0383,0.2010,0.225
2.494373,0.0926,0.0383,0.2010,0.225
2.510262,0.1995,0.0783,0.1810,0.280
2.511347,0.1995,0.0783,0.1810,0.280
2.533994,0.1665,0.1145,0.3165,0.376
2.535742,0.1665,0.1145,0.3165,0.376
