time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.211146,0.1430,-2.2555,0.6067,2.340
1.234265,0.2028,-2.2730,0.0447,2.283
1.235908,0.2028,-2.2730,0.0447,2.283
1.244439,0.1488,-2.0990,-0.8374,2.265
1.246326,0.1488,-2.0990,-0.8374,2.265
1.263450,-0.0851,-2.1676,-1.3713,2.566
1.265016,-0.0851,-2.1676,-1.3713,2.566
1.284852,-0.1114,-2.4917,-0.4927,2.542
1.286483,-0.1114,-2.4917,-0.4927,2.542
1.305531,0.0366,-2.4678,0.2266,2.478
1.307366,0.0366,-2.4678,0.2266,2.478
1.324025,0.1837,-1.8823,-0.2702,1.910
1.325179,0.1837,-1.8823,-0.2702,1.910
1.347405,-0.1066,-1.1488,0.2891,1.189
1.350217,-0.1066,-1.1488,0.2891,1.189
1.371739,-0.7180,-0.5222,-0.0864,0.892
1.373261,-0.7180,-0.5222,-0.0864,0.892
1.385299,-1.9161,-0.2995,-0.1199,1.943
1.386450,-1.9161,-0.2995,-0.1199,1.943
1.409978,-1.5620,-0.4343,0.0509,1.622
1.411856,-1.5620,-0.4343,0.0509,1.622
1.430870,0.4533,-0.5154,0.7204,0.995
1.432158,0.4533,-0.5154,0.7204,0.995
1.444077,2.1067,-0.4692,0.7130,2.273
1.445607,2.1067,-0.4692,0.7130,2.273
1.463181,1.2041,0.4767,0.2352,1.316
1.465233,1.2041,0.4767,0.2352,1.316
1.484465,0.8926,1.6775,-2.0029,2.761
1.487243,0.8926,1.6775,-2.0029,2.761
1.503737,0.2966,3.0099,-3.5679,4.677
1.505114,0.2966,3.0099,-3.5679,4.677
1.523870,0.8182,3.9432,-1.6656,4.358
1.526524,0.8182,3.9432,-1.6656,4.358
1.548874,1.6080,4.7807,0.2749,5.051
1.552794,1.6080,4.7807,0.2749,5.051
1.574536,2.5851,4.4401,0.5011,5.162
1.576326,2.5851,4.4401,0.5011,5.162
1.583864,3.0829,3.0883,-0.2825,4.373
1.585314,3.0829,3.0883,-0.2825,4.373
1.608678,1.7777,2.1279,0.9587,2.934
1.609794,1.7777,2.1279,0.9587,2.934
1.628819,0.3547,1.4992,0.4879,1.616
1.629948,0.3547,1.4992,0.4879,1.616
1.643370,-1.3483,0.9406,0.2516,1.663
1.644884,-1.3483,0.9406,0.2516,1.663
1.663410,-1.2517,-0.0624,0.2739,1.283
1.665214,-1.2517,-0.0624,0.2739,1.283
1.683502,-0.4653,-1.1910,0.6613,1.440
1.685370,-0.4653,-1.1910,0.6613,1.440
1.714039,-0.1860,-1.7397,0.8357,1.939
1.717109,-0.1860,-1.7397,0.8357,1.939
1.737829,-0.2951,-1.8946,0.5865,2.005
1.739450,-0.2951,-1.8946,0.5865,2.005
1.743708,-0.5612,-1.9644,-0.2242,2.055
1.745254,-0.5612,-1.9644,-0.2242,2.055
1.763719,-0.5764,-1.9249,-0.3157,2.034
1.765323,-0.5764,-1.9249,-0.3157,2.034
1.783711,-0.0712,-1.8284,0.3437,1.862
1.785063,-0.0712,-1.8284,0.3437,1.862
1.810943,0.4210,-1.7498,0.8440,1.988
1.812646,0.4210,-1.7498,0.8440,1.988
1.835460,0.2322,-1.8579,0.3431,1.903
1.836859,0.2322,-1.8579,0.3431,1.903
1.843953,0.1313,-2.1865,-0.3857,2.224
1.846682,0.1313,-2.1865,-0.3857,2.224
1.864446,0.0629,-1.9610,0.1135,1.965
1.866441,0.0629,-1.9610,0.1135,1.965
1.884092,0.2262,-1.2702,0.6420,1.441
1.886445,0.2262,-1.2702,0.6420,1.441
1.915760,0.2346,-0.8084,0.3177,0.900
1.918292,0.2346,-0.8084,0.3177,0.900
1.941402,-0.2523,-0.5846,0.6046,0.878
1.943471,-0.2523,-0.5846,0.6046,0.878
1.944376,-0.8325,-0.3448,-0.6064,1.086
1.944832,-0.8325,-0.3448,-0.6064,1.086
1.963932,-2.1369,-0.1411,-0.2196,2.153
1.965958,-2.1369,-0.1411,-0.2196,2.153
1.983505,-2.8865,0.1313,-1.1890,3.125
1.985515,-2.8865,0.1313,-1.1890,3.125
2.012458,-2.0569,-0.0396,-1.6878,2.661
2.015253,-2.0569,-0.0396,-1.6878,2.661
2.034532,0.2979,0.0675,-1.9698,1.993
2.035868,0.2979,0.0675,-1.9698,1.993
2.044774,2.0351,1.3815,-0.5082,2.512
2.047016,2.0351,1.3815,-0.5082,2.512
2.063125,1.2833,3.8220,0.4232,4.054
2.065042,1.2833,3.8220,0.4232,4.054
2.081573,-0.0505,7.3046,0.4837,7.321
2.083095,-0.0505,7.3046,0.4837,7.321
2.101738,-1.4361,7.2637,0.6336,7.431
2.103852,-1.4361,7.2637,0.6336,7.431
2.121750,-2.4287,2.8548,-0.0840,3.749
2.123910,-2.4287,2.8548,-0.0840,3.749
2.141845,-0.9447,-1.4518,1.2706,2.148
2.143264,-0.9447,-1.4518,1.2706,2.148
2.167491,-0.1253,-3.1663,1.5741,3.538
2.169876,-0.1253,-3.1663,1.5741,3.538
2.181718,-0.1665,-2.6608,1.1278,2.895
2.182925,-0.1665,-2.6608,1.1278,2.895
2.201900,-0.4089,-1.4704,-0.1587,1.534
2.203071,-0.4089,-1.4704,-0.1587,1.534
2.221941,-0.3636,-0.9190,-0.3111,1.036
2.223968,-0.3636,-0.9190,-0.3111,1.036
2.241620,0.1177,-1.7684,0.2838,1.795
2.243265,0.1177,-1.7684,0.2838,1.795
2.263445,0.5030,-2.8388,0.4508,2.918
2.265875,0.5030,-2.8388,0.4508,2.918
2.281848,-0.1500,-3.1641,1.2396,3.402
2.283697,-0.1500,-3.1641,1.2396,3.402
2.301735,-0.7840,-2.7254,0.6353,2.906
2.303010,-0.7840,-2.7254,0.6353,2.906
2.321924,-1.5309,-1.2817,-0.1670,2.004
2.323685,-1.5309,-1.2817,-0.1670,2.004
2.341622,-1.0651,0.1157,0.3301,1.121
2.343286,-1.0651,0.1157,0.3301,1.121
2.368044,-0.0860,1.0746,-0.2339,1.103
2.369539,-0.0860,1.0746,-0.2339,1.103
2.381957,-0.3270,1.3898,-0.5538,1.531
2.383569,-0.3270,1.3898,-0.5538,1.531
2.401452,0.0706,0.9724,-0.8581,1.299
2.402126,0.0706,0.9724,-0.8581,1.299
2.421503,1.6077,0.7341,-1.5537,2.353
2.422511,1.6077,0.7341,-1.5537,2.353
2.441607,2.0644,0.4041,-2.3168,3.129
2.443137,2.0644,0.4041,-2.3168,3.129
2.461913,1.0264,0.5145,-2.5483,2.795
2.464137,1.0264,0.5145,-2.5483,2.795
2.484261,2.3759,-0.1358,-1.1044,2.624
2.485968,2.3759,-0.1358,-1.1044,2.624
2.501895,2.8271,1.1579,-1.2638,3.306
2.503019,2.8271,1.1579,-1.2638,3.306
2.526709,2.4439,3.7578,-1.0110,4.595
2.528696,2.4439,3.7578,-1.0110,4.595
2.550479,-1.1286,6.7233,0.7696,6.861
2.553041,-1.1286,6.7233,0.7696,6.861
2.561500,-1.8560,5.8499,-1.5025,6.319
2.562990,-1.8560,5.8499,-1.5025,6.319
2.582446,1.3387,1.4691,0.6467,2.090
2.586370,1.3387,1.4691,0.6467,2.090
2.601905,2.1177,-2.2484,3.0819,4.363
2.603110,2.1177,-2.2484,3.0819,4.363
2.621530,0.6810,-3.3478,-0.2609,3.426
2.623075,0.6810,-3.3478,-0.2609,3.426
2.641312,-1.2342,-1.4882,-0.0945,1.936
2.642212,-1.2342,-1.4882,-0.0945,1.936
2.661447,-2.2493,0.6244,0.1816,2.341
2.662545,-2.2493,0.6244,0.1816,2.341
2.681469,-0.9850,1.2862,-0.7854,1.800
2.683394,-0.9850,1.2862,-0.7854,1.800
2.702110,0.8587,-0.1546,0.5677,1.041
2.703309,0.8587,-0.1546,0.5677,1.041
2.722411,1.5524,-1.6145,1.1019,2.496
2.724307,1.5524,-1.6145,1.1019,2.496
2.741591,0.4532,-2.0204,0.5542,2.144
2.743164,0.4532,-2.0204,0.5542,2.144
2.762070,-0.5879,-1.7665,1.3308,2.288
2.763376,-0.5879,-1.7665,1.3308,2.288
2.781480,-0.5622,-1.1850,0.9307,1.608
2.782520,-0.5622,-1.1850,0.9307,1.608
2.801773,0.2976,-1.0276,0.9548,1.434
2.802726,0.2976,-1.0276,0.9548,1.434
2.821511,0.3411,-1.2601,0.9288,1.602
2.822459,0.3411,-1.2601,0.9288,1.602
2.841553,0.0176,-1.4259,0.6391,1.563
2.842544,0.0176,-1.4259,0.6391,1.563
2.862395,-0.2240,-1.7775,0.5142,1.864
2.864432,-0.2240,-1.7775,0.5142,1.864
2.881403,-0.0456,-2.2221,0.0034,2.223
2.884038,-0.0456,-2.2221,0.0034,2.223
2.901398,0.4170,-2.4738,0.2364,2.520
2.903401,0.4170,-2.4738,0.2364,2.520
2.921645,0.4478,-1.6988,-0.0317,1.757
2.922940,0.4478,-1.6988,-0.0317,1.757
2.941480,-0.1737,0.0509,-1.5988,1.609
2.943002,-0.1737,0.0509,-1.5988,1.609
2.961763,-1.1993,1.5686,-0.9260,2.181
2.964265,-1.1993,1.5686,-0.9260,2.181
2.982901,-1.0474,1.6125,-0.7301,2.057
2.985526,-1.0474,1.6125,-0.7301,2.057
3.001751,0.1443,0.6788,-1.2402,1.421
3.002841,0.1443,0.6788,-1.2402,1.421
3.021438,-0.4508,0.5149,-0.8732,1.109
3.022406,-0.4508,0.5149,-0.8732,1.109
3.043765,-1.3687,1.2382,-0.9313,2.067
3.044703,-1.3687,1.2382,-0.9313,2.067
3.061214,-1.3826,2.6498,-0.3163,3.006
3.062556,-1.3826,2.6498,-0.3163,3.006
3.081294,-1.1271,4.7257,0.4854,4.882
3.082728,-1.1271,4.7257,0.4854,4.882
3.101222,-0.6809,6.9622,-0.4080,7.007
3.102401,-0.6809,6.9622,-0.4080,7.007
3.133173,-1.4849,6.9002,1.2788,7.173
3.134041,-1.4849,6.9002,1.2788,7.173
3.141807,-0.6770,3.0302,0.6673,3.176
3.143396,-0.6770,3.0302,0.6673,3.176
3.162166,0.5065,-0.7311,0.7463,1.161
3.163305,0.5065,-0.7311,0.7463,1.161
3.181771,-0.7472,-1.8749,1.4171,2.466
3.183430,-0.7472,-1.8749,1.4171,2.466
3.202397,-0.5021,-1.0999,0.9263,1.523
3.203480,-0.5021,-1.0999,0.9263,1.523
3.231785,0.7384,-0.8880,-0.1487,1.164
3.232467,0.7384,-0.8880,-0.1487,1.164
3.241877,1.0309,-1.2714,-0.3436,1.672
3.243214,1.0309,-1.2714,-0.3436,1.672
3.261862,1.6930,-3.3684,0.0698,3.771
